物料大类,条码/物料编码,图片,名称/物料描述,规格型号,分类/物料组,计量单位,品牌,自定义类别,保质期(天),保质期预警(天),保留小数,状态,标箱折扣系数,货期(天),默认价格,是否标识管理,是否费用化资产
其他,7000001578,,污污水处理车间电气控制柜主操作控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001577,,污水处理车间电气控制柜主电源控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001576,,污水处理车间电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001575,,污水处理车间,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001574,,制水处理车间阀门管道管件连接管路,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001573,,制水处理车间浓水排放系统浓水箱浮球液位开关,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001572,,制水处理车间浓水排放系统浓水排水泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001571,,制水处理车间浓水排放系统控制电柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001570,,制水处理车间浓水排放系统浓水箱,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001569,,制水处理车间浓水排放,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001568,,制水处理车间化学清洗系统保安过滤器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001567,,制水处理车间化学清洗系统清洗泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001566,,制水处理车间化学清洗系统储水罐,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001565,,制水处理车间化学清洗系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001564,,制水处理车间D系统终端过滤器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001563,,制水处理车间D系统UV杀菌器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001562,,制水处理车间D系统变频供水系统压力变送器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001561,,制水处理车间D系统变频供水系统2#供水泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001560,,制水处理车间D系统变频供水系统1#供水泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001559,,制水处理车间D系统变频供水系统供水泵变频器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001558,,制水处理车间D系统变频供水系统控制电柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001557,,制水处理车间D系统变频供水系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001556,,制水处理车间D系统2#纯水罐,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001555,,制水处理车间D系统1#纯水罐,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001554,,制水处理车间D系统二级反渗透二级产水压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001553,,制水处理车间D系统二级反渗透二级浓水压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001552,,制水处理车间D系统二级反渗透二级二段压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001551,,制水处理车间D系统二级反渗透二级进水压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001550,,制水处理车间D系统二级反渗透浓水排放转子流量计,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001549,,制水处理车间D系统二级反渗透RO水转子流量计,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001548,,制水处理车间D系统二级反渗透RO产水PH计,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001547,,制水处理车间D系统二级反渗透RO产水电导率仪,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001546,,制水处理车间D系统二级反渗透RO高压泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001545,,制水处理车间D系统二级反渗透RO膜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001544,,制水处理车间D系统二级反渗透膜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001543,,制水处理车间D系统二级反渗透,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001542,,制水处理车间D系统一级反渗透一级产水压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001541,,制水处理车间D系统一级反渗透一级浓水压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001540,,制水处理车间D系统一级反渗透一级二段压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001539,,制水处理车间D系统一级反渗透一级进水压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001538,,制水处理车间D系统一级反渗透浓水排放转子流量计,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001537,,制水处理车间D系统一级反渗透RO水转子流量计,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001536,,制水处理车间D系统一级反渗透RO产水PH计,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001535,,制水处理车间D系统一级反渗透RO产水电导率仪,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001534,,制水处理车间D系统一级反渗透RO进水电导率仪,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001533,,制水处理车间D系统一级反渗透RO高压泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001532,,制水处理车间D系统一级反渗透RO膜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001531,,制水处理车间D系统一级反渗透,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001530,,制水处理车间D系统中间水箱NaOH添加泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001529,,制水处理车间D系统1#中间增压泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001528,,制水处理车间D系统中间水箱,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001527,,制水处理车间D系统CO2脱气塔风机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001526,,制水处理车间D系统CO2脱气塔,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001525,,制水处理车间D系统阻垢剂添加泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001524,,制水处理车间D系统保安过滤器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001523,,制水处理车间D系统活性炭过滤器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001522,,制水处理车间D系统多介质过滤器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001521,,制水处理车间D系统2#原水增压泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001520,,制水处理车间D系统1#原水增压泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001519,,制水处理车间D系统絮凝剂添加泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001518,,制水处理车间D系统原水罐A,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001517,,制水处理车间D系统控制电柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001516,,制水处理车间D系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001515,,制水处理车间纯水制备系统管道及阀门组件,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001514,,制水处理车间清洗管道与新系统驳接,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001513,,制水处理车间C系统终端过滤器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001512,,制水处理车间C系统UV杀菌器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001511,,制水处理车间C系统变频供水系统压力变送器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001510,,制水处理车间C系统变频供水系统供水泵2#,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001509,,制水处理车间C系统变频供水系统供水泵1#,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001508,,制水处理车间C系统变频供水系统供水泵变频器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001507,,制水处理车间C系统变频供水系统控制电柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001506,,制水处理车间C系统变频供水系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001505,,制水处理车间C系统纯水罐2#,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001504,,制水处理车间C系统纯水罐1#,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001503,,制水处理车间C系统二级反渗透二级产水压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001502,,制水处理车间C系统二级反渗透二级浓水压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001501,,制水处理车间C系统二级反渗透二级二段压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001500,,制水处理车间C系统二级反渗透二级进水压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001499,,制水处理车间C系统二级反渗透浓水排放转子流量计,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001498,,制水处理车间C系统二级反渗透RO水转子流量计,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001497,,制水处理车间C系统二级反渗透RO产水PH计,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001496,,制水处理车间C系统二级反渗透RO产水电导率仪,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001495,,制水处理车间C系统二级反渗透RO高压泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001494,,制水处理车间C系统二级反渗透RO膜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001493,,制水处理车间C系统二级反渗透膜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001492,,制水处理车间C系统二级反渗透,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001491,,制水处理车间C系统一级反渗透一级产水压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001490,,制水处理车间C系统一级反渗透一级浓水压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001489,,制水处理车间C系统一级反渗透一级二段压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001488,,制水处理车间C系统一级反渗透一级进水压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001487,,制水处理车间C系统一级反渗透浓水排放转子流量计,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001486,,制水处理车间C系统一级反渗透RO水转子流量计,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001485,,制水处理车间C系统一级反渗透RO产水PH计,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001484,,制水处理车间C系统一级反渗透RO产水电导率仪,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001483,,制水处理车间C系统一级反渗透RO进水电导率仪,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001482,,制水处理车间C系统一级反渗透RO高压泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001481,,制水处理车间C系统一级反渗透RO膜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001480,,制水处理车间C系统一级反渗透,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001479,,制水处理车间C系统中间水箱NaOH添加泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001478,,制水处理车间C系统1#中间增压泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001477,,制水处理车间C系统中间水箱,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001476,,制水处理车间C系统CO2脱气塔风机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001475,,制水处理车间C系统CO2脱气塔,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001474,,制水处理车间C系统阻垢剂添加泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001473,,制水处理车间C系统保安过滤器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001472,,制水处理车间C系统活性炭过滤器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001471,,制水处理车间C系统多介质过滤器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001470,,制水处理车间C系统2#原水增压泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001469,,制水处理车间C系统1#原水增压泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001468,,制水处理车间C系统絮凝剂添加泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001467,,制水处理车间C系统原水罐A,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001466,,制水处理车间C系统控制电柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001465,,制水处理车间C系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001464,,制水处理车间纯水制备系统阀门及组件,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001463,,制水处理车间B系统终端过滤器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001462,,制水处理车间B系统UV杀菌器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001461,,制水处理车间B系统变频供水系统压力变送器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001460,,制水处理车间B系统变频供水系统2#供水泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001459,,制水处理车间B系统变频供水系统1#供水泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001458,,制水处理车间B系统变频供水系统供水泵变频器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001457,,制水处理车间B系统变频供水系统控制电柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001456,,制水处理车间B系统变频供水系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001455,,制水处理车间B系统2#纯水罐,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001454,,制水处理车间B系统1#纯水罐,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001453,,制水处理车间B系统二级反渗透二级产水压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001452,,制水处理车间B系统二级反渗透二级浓水压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001451,,制水处理车间B系统二级反渗透二级二段压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001450,,制水处理车间B系统二级反渗透二级进水压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001449,,制水处理车间B系统二级反渗透浓水排放转子流量计,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001448,,制水处理车间B系统二级反渗透RO水转子流量计,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001447,,制水处理车间B系统二级反渗透RO产水PH计,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001446,,制水处理车间B系统二级反渗透RO产水电导率仪,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001445,,制水处理车间B系统二级反渗透RO高压泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001444,,制水处理车间B系统二级反渗透RO膜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001443,,制水处理车间B系统二级反渗透膜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001442,,制水处理车间B系统二级反渗透,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001441,,制水处理车间B系统一级反渗透一级产水压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001440,,制水处理车间B系统一级反渗透一级浓水压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001439,,制水处理车间B系统一级反渗透一级二段压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001438,,制水处理车间B系统一级反渗透一级进水压力表,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001437,,制水处理车间B系统一级反渗透浓水排放转子流量计,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001436,,制水处理车间B系统一级反渗透RO水转子流量计,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001435,,制水处理车间B系统一级反渗透RO产水PH计,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001434,,制水处理车间B系统一级反渗透RO产水电导率仪,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001433,,制水处理车间B系统一级反渗透RO进水电导率仪,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001432,,制水处理车间B系统一级反渗透RO高压泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001431,,制水处理车间B系统一级反渗透RO膜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001430,,制水处理车间B系统一级反渗透,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001429,,制水处理车间B系统中间水箱NaOH添加泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001428,,制水处理车间B系统1#中间增压泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001427,,制水处理车间B系统中间水箱,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001426,,制水处理车间B系统CO2脱气塔风机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001425,,制水处理车间B系统CO2脱气塔,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001424,,制水处理车间B系统阻垢剂添加泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000001423,,制水处理车间B系统保安过滤器,,生产设备,个,,,,,0,已启用,,,,否,否
